order_item_id,order_id,product_id,quantity,discount
638,341,36,2,0.1
639,341,96,1,0.0
640,342,89,1,0.02
641,343,1,1,0.02
642,344,63,1,0.05
643,344,41,2,0.02
644,345,77,2,0.02
645,346,73,4,0.15
646,346,75,1,0.0
647,346,44,1,0.1
648,346,10,1,0.1
649,346,84,1,0.02
650,347,55,1,0.0
651,347,23,2,0.02
652,348,48,1,0.1
653,348,13,1,0.02
654,349,80,4,0.0
655,349,78,2,0.05
656,349,34,1,0.15
657,350,46,2,0.1
658,350,43,1,0.05
659,351,36,1,0.02
660,352,14,2,0.0
661,353,87,1,0.02
662,354,78,1,0.0
663,355,87,3,0.0
664,356,25,1,0.0
665,357,47,2,0.02
666,358,15,1,0.0
667,358,58,1,0.02
668,359,51,3,0.0
669,359,78,1,0.1
670,359,85,1,0.02
671,359,33,1,0.0
672,359,21,2,0.02
673,360,81,2,0.0
674,361,57,1,0.0
675,361,70,1,0.0
676,362,61,1,0.05
677,362,4,1,0.0
678,362,26,2,0.05
679,363,8,1,0.0
680,363,41,1,0.0
681,363,43,3,0.05
682,363,74,1,0.1
683,364,86,1,0.05
684,365,76,3,0.02
685,366,14,1,0.05
686,366,12,1,0.0
687,366,46,1,0.1
688,367,61,1,0.05
689,367,9,1,0.0
690,368,64,2,0.15
691,369,20,1,0.05
692,370,47,1,0.0
693,370,6,1,0.05
694,370,22,1,0.0
695,370,57,1,0.0
696,370,25,1,0.0
697,371,31,2,0.15
698,372,23,3,0.0
699,372,8,1,0.0
700,372,28,1,0.0
701,372,26,1,0.05
702,373,28,2,0.02
703,373,90,1,0.0
704,374,73,2,0.1
705,375,48,1,0.0
706,375,3,1,0.0
707,375,66,3,0.0
708,376,68,1,0.02
709,377,63,1,0.02
710,378,70,2,0.02
711,378,10,3,0.05
712,378,37,1,0.02
713,378,63,1,0.02
714,378,66,2,0.05
715,379,30,1,0.02
716,380,70,3,0.02
717,381,38,1,0.1
718,382,10,3,0.02
719,382,95,1,0.0
720,382,69,1,0.05
721,383,41,1,0.02
722,383,83,1,0.0
723,383,16,1,0.05
724,384,72,1,0.02
725,385,17,1,0.0
726,386,31,1,0.02
727,387,16,1,0.15
728,387,7,1,0.1
729,387,85,1,0.0
730,387,70,2,0.05
731,388,54,1,0.05
732,388,73,1,0.05
733,389,60,1,0.02
734,389,4,1,0.05
735,390,16,2,0.1
736,391,69,1,0.15
737,391,59,2,0.0
738,391,77,1,0.02
739,392,17,1,0.0
740,392,96,1,0.02
741,393,57,1,0.0
742,393,63,2,0.02
743,393,51,1,0.0
744,394,81,2,0.05
745,394,70,3,0.02
746,395,1,3,0.05
747,395,83,1,0.0
748,395,33,1,0.0
749,396,86,4,0.05
750,396,36,1,0.05
751,396,32,1,0.0
752,397,43,2,0.0
753,398,29,1,0.0
754,398,45,3,0.1
755,398,79,1,0.0
756,399,37,3,0.05
757,399,1,1,0.02
758,400,6,1,0.05
759,400,67,2,0.02
760,400,21,3,0.0
761,401,22,2,0.0
762,401,63,1,0.02
763,401,67,3,0.0
764,402,83,4,0.1
765,403,44,1,0.05
766,403,72,2,0.0
767,403,18,1,0.0
768,404,95,1,0.05
769,404,37,3,0.1
770,405,63,2,0.1
771,406,3,1,0.0
772,406,27,1,0.0
773,406,13,1,0.1
774,407,44,3,0.05
775,408,37,3,0.0
776,408,87,3,0.1
777,409,64,2,0.0
778,409,32,3,0.1
779,410,62,2,0.02
780,410,52,2,0.0
781,410,67,1,0.1
782,410,92,2,0.0
783,411,77,4,0.0
784,412,13,1,0.0
785,412,48,2,0.05
786,413,25,1,0.15
787,413,41,2,0.1
788,414,84,3,0.1
789,415,30,1,0.0
790,416,69,1,0.1
791,417,85,1,0.0
792,417,23,1,0.0
793,417,76,1,0.0
794,417,74,1,0.0
795,418,55,2,0.05
796,419,39,1,0.02
797,420,96,3,0.0
798,421,33,1,0.1
799,421,80,2,0.05
800,421,37,2,0.05
801,422,79,2,0.15
802,422,7,1,0.15
803,422,5,1,0.0
804,422,80,1,0.0
805,422,71,2,0.0
806,423,38,4,0.05
807,423,93,2,0.1
808,423,45,1,0.02
809,423,8,2,0.0
810,424,78,1,0.0
811,425,80,1,0.02
812,426,81,1,0.1
813,427,46,2,0.15
814,427,16,3,0.05
815,427,68,1,0.0
816,428,53,3,0.1
817,429,48,3,0.05
818,430,23,1,0.05
819,430,43,2,0.0
820,431,26,2,0.1
821,432,23,1,0.1
822,433,77,1,0.05
823,434,55,2,0.0
824,435,43,1,0.0
825,436,4,1,0.02
826,437,45,1,0.0
827,437,43,1,0.0
828,438,84,2,0.0
829,438,5,1,0.02
830,439,88,2,0.05
831,439,68,1,0.0
832,439,67,3,0.15
833,440,18,1,0.0
834,440,67,1,0.0
835,441,72,1,0.0
836,442,84,1,0.0
837,443,76,1,0.05
838,443,5,1,0.0
839,443,77,1,0.0
840,443,43,1,0.02
841,444,65,1,0.02
842,444,23,2,0.02
843,444,6,3,0.0
844,445,35,3,0.02
845,445,86,1,0.02
846,445,72,2,0.0
847,445,15,1,0.0
848,446,24,1,0.02
849,447,81,1,0.0
850,448,89,1,0.0
851,448,8,2,0.0
852,448,31,2,0.15
853,449,40,1,0.05
854,449,45,1,0.02
855,450,70,1,0.02
856,450,84,2,0.1
857,450,22,3,0.05
858,451,40,1,0.02
859,452,89,1,0.15
860,452,11,2,0.0
861,453,26,2,0.05
862,453,21,1,0.0
863,453,23,2,0.02
864,454,54,2,0.05
865,454,20,1,0.02
866,455,70,1,0.0
867,455,31,1,0.1
868,455,25,1,0.02
869,455,40,1,0.02
870,455,24,2,0.1
871,456,77,1,0.0
872,456,7,1,0.02
873,456,23,1,0.05
874,456,85,1,0.02
875,456,36,2,0.02
876,457,61,1,0.02
877,457,78,2,0.0
878,458,68,1,0.1
879,458,13,1,0.02
880,458,40,1,0.02
881,458,75,1,0.02
882,459,6,2,0.05
883,460,92,3,0.02
884,460,62,2,0.1
885,461,29,1,0.05
886,461,16,1,0.0
887,461,82,3,0.1
888,461,93,1,0.0
889,462,20,3,0.05
890,463,81,1,0.1
891,463,9,2,0.0
892,463,94,1,0.0
893,464,4,2,0.0
894,464,53,2,0.0
895,465,9,1,0.15
896,466,58,3,0.05
897,466,69,4,0.0
898,467,15,2,0.1
899,468,79,2,0.0
900,468,40,2,0.0
901,469,14,3,0.0
902,470,31,1,0.15
903,471,19,1,0.05
904,471,11,1,0.02
905,472,70,1,0.02
906,472,67,1,0.0
907,473,94,2,0.02
908,474,66,2,0.02
909,475,17,1,0.0
910,475,25,3,0.0
911,476,86,1,0.02
912,477,89,1,0.1
913,478,60,1,0.02
914,479,42,1,0.02
915,479,11,1,0.05
916,480,61,1,0.0
917,480,4,1,0.0
918,481,60,4,0.0
919,481,62,1,0.0
920,481,61,3,0.0
921,482,38,2,0.02
922,483,96,1,0.0
923,484,82,1,0.0
924,485,71,1,0.0
925,485,94,2,0.05
926,486,63,4,0.02
927,486,55,1,0.1
928,486,13,1,0.1
929,487,77,1,0.05
930,487,11,2,0.0
931,488,71,1,0.0
932,489,42,3,0.0
933,489,40,1,0.0
934,489,25,1,0.05
935,490,63,2,0.0
936,491,51,1,0.05
937,492,18,1,0.0
938,492,21,1,0.0
939,492,15,1,0.02
940,492,63,1,0.0
941,493,62,2,0.1
942,493,16,2,0.0
943,494,44,1,0.0
944,495,32,2,0.02
945,495,23,1,0.0
946,495,3,1,0.0
947,496,86,1,0.15
948,497,90,2,0.05
949,498,27,1,0.0
950,499,8,1,0.05
951,500,90,1,0.05
952,500,68,2,0.0
953,500,77,1,0.0
954,501,78,1,0.15
955,501,46,1,0.0
956,501,90,1,0.02
957,501,84,1,0.02
958,502,77,1,0.0
959,502,45,2,0.1
960,503,41,1,0.0
961,504,31,1,0.02
962,504,39,1,0.02
963,504,68,1,0.05
964,504,47,1,0.0
965,505,60,1,0.05
966,505,51,2,0.02
967,506,91,2,0.02
968,506,11,1,0.05
969,507,17,1,0.0
970,507,52,1,0.02
971,508,78,1,0.0
972,509,63,1,0.02
973,509,80,1,0.1
974,510,36,1,0.1
975,511,28,1,0.0
976,512,1,2,0.0
977,513,52,4,0.1
978,514,76,2,0.05
979,514,33,3,0.1
980,514,77,2,0.02
981,514,90,2,0.0
982,514,96,2,0.02
983,515,62,2,0.0
984,515,6,1,0.02
985,516,58,1,0.05
986,516,82,1,0.05
987,516,27,1,0.0
988,516,73,3,0.0
989,516,44,1,0.0
990,517,27,2,0.0
991,517,6,2,0.05
992,517,3,1,0.05
993,517,69,2,0.02
994,517,13,3,0.0
995,518,93,2,0.0
996,519,80,2,0.02
997,519,57,2,0.0
998,520,57,1,0.0
999,521,30,2,0.0
1000,522,21,2,0.0
1001,523,20,4,0.0
1002,523,66,2,0.0
1003,523,63,2,0.02
1004,524,24,1,0.05
1005,525,16,1,0.1
1006,525,70,1,0.0
1007,525,21,1,0.0
1008,525,94,3,0.0
1009,526,40,2,0.0
1010,526,78,2,0.05
1011,527,7,2,0.05
1012,527,1,2,0.0
1013,528,83,1,0.05
1014,529,68,1,0.0
1015,529,96,1,0.02
1016,529,63,3,0.0
1017,529,44,4,0.0
1018,530,76,1,0.0
1019,531,91,3,0.1
1020,531,41,1,0.02
1021,531,37,3,0.02
1022,532,6,1,0.0
1023,533,49,1,0.02
1024,533,35,1,0.0
1025,534,78,2,0.1
1026,534,24,2,0.1
1027,535,1,2,0.0
1028,536,44,1,0.0
1029,537,67,1,0.0
1030,538,52,2,0.05
1031,539,35,1,0.05
1032,539,34,1,0.0
1033,540,20,1,0.0
1034,540,17,2,0.05
1035,540,9,2,0.02
1036,541,62,2,0.0
1037,541,37,1,0.05
1038,541,39,1,0.0
1039,542,89,2,0.0
1040,542,75,2,0.0
1041,542,84,1,0.0
1042,543,44,4,0.0
1043,543,4,1,0.0
1044,544,91,2,0.0
1045,545,72,1,0.0
1046,546,44,1,0.05
1047,546,92,1,0.0
1048,546,18,2,0.05
1049,547,52,3,0.0
1050,548,16,1,0.1
1051,549,34,1,0.1
1052,549,81,2,0.05
1053,549,85,2,0.02
1054,550,10,1,0.0
1055,551,51,1,0.02
1056,551,81,4,0.02
1057,552,53,1,0.0
1058,552,95,1,0.0
1059,553,76,1,0.05
1060,554,28,3,0.0
1061,554,70,1,0.05
1062,554,29,2,0.0
1063,554,80,1,0.0
1064,554,92,3,0.1
1065,555,75,4,0.0
1066,555,77,4,0.0
1067,556,35,1,0.1
1068,557,12,2,0.1
1069,558,23,1,0.02
1070,558,63,2,0.02
1071,558,84,1,0.15
1072,559,80,4,0.0
1073,559,61,1,0.05
1074,560,81,4,0.15
1075,560,80,1,0.0
1076,560,54,1,0.0
1077,560,65,1,0.0
1078,561,13,1,0.1
1079,562,91,1,0.05
1080,563,3,1,0.05
1081,564,24,3,0.0
1082,565,53,1,0.15
1083,565,60,1,0.0
1084,565,87,2,0.1
1085,566,53,1,0.05
1086,566,40,1,0.0
1087,566,82,1,0.0
1088,566,69,2,0.05
1089,567,11,1,0.0
1090,568,58,2,0.05
1091,568,20,3,0.0
1092,569,65,2,0.0
1093,569,36,1,0.0
1094,570,53,2,0.0
1095,571,88,3,0.0
1096,572,37,1,0.0
1097,572,92,4,0.05
1098,572,71,2,0.05
1099,572,76,2,0.02
1100,573,42,4,0.0
1101,574,24,1,0.05
1102,574,15,1,0.05
1103,574,51,1,0.1
1104,575,85,1,0.0
1105,575,33,1,0.0
1106,575,7,1,0.1
1107,576,10,3,0.1
1108,577,35,1,0.0
1109,578,7,1,0.0
1110,579,4,3,0.0
1111,579,95,2,0.1
1112,580,81,1,0.02
1113,581,47,1,0.05
1114,581,63,1,0.15
1115,581,8,1,0.02
1116,582,37,1,0.0
1117,583,73,1,0.0
1118,584,92,3,0.0
1119,584,96,1,0.0
1120,584,79,3,0.05
1121,584,23,3,0.0
1122,585,83,2,0.0
1123,585,49,2,0.0
1124,585,41,1,0.05
1125,586,69,3,0.0
1126,587,69,2,0.0
1127,588,12,1,0.05
1128,589,82,1,0.02
1129,589,68,1,0.0
1130,589,64,1,0.0
1131,589,18,1,0.0
1132,589,38,2,0.0
1133,590,96,2,0.02
1134,590,85,1,0.0
1135,591,20,1,0.05
1136,591,10,1,0.1
1137,591,75,1,0.0
1138,591,39,1,0.1
1139,591,19,1,0.0
1140,592,3,4,0.02
1141,593,7,1,0.02
1142,593,5,3,0.02
1143,593,23,1,0.02
1144,593,39,1,0.0
1145,593,63,1,0.0
1146,594,89,1,0.0
1147,595,45,1,0.0
1148,596,45,2,0.0
1149,597,66,1,0.0
1150,598,68,1,0.0
