review_id,customer_id,product_id,rating,review_date,review_text
225,637,18,5,2025-12-28,Excellent product and fast delivery.
226,388,39,5,2025-12-22,Very happy with my purchase.
227,804,31,4,2024-12-17,Good product overall.
228,2062,8,5,2024-07-15,Excellent product and fast delivery.
229,1424,94,4,2025-05-24,Nice quality and useful.
230,858,93,3,2025-04-04,Average experience.
231,1217,30,2,2025-12-14,Quality could be improved.
232,2193,22,5,2025-06-01,Very happy with my purchase.
233,160,57,5,2025-09-07,Great quality for the price.
234,1994,41,2,2024-03-07,Not as good as expected.
235,1663,42,3,2025-04-19,"It is okay, but could be better."
236,2427,37,5,2025-01-22,Excellent product and fast delivery.
237,2195,55,5,2025-04-16,Great quality for the price.
238,1715,94,3,2024-02-02,"It is okay, but could be better."
239,1475,29,3,2024-05-18,Product is decent for the price.
240,979,52,5,2025-07-20,Excellent product and fast delivery.
241,893,34,3,2025-10-22,Average experience.
242,962,62,4,2025-11-20,Works as expected.
243,442,54,4,2025-11-04,Good product overall.
244,1877,77,5,2025-12-18,Very happy with my purchase.
245,1552,24,3,2025-06-01,Product is decent for the price.
246,2411,60,4,2025-07-18,Good product overall.
247,2277,59,4,2025-11-01,Good product overall.
248,1276,85,5,2025-11-17,Great quality for the price.
249,1776,33,5,2024-03-12,Great quality for the price.
250,778,20,5,2024-07-13,Great quality for the price.
251,317,91,5,2025-11-22,Very happy with my purchase.
252,976,95,5,2024-04-06,Great quality for the price.
253,793,62,5,2024-04-13,Excellent product and fast delivery.
254,1179,61,4,2024-02-25,Good product overall.
255,364,38,4,2025-05-03,Works as expected.
256,200,58,2,2024-06-14,Delivery was fine but product disappointed me.
257,2337,1,2,2024-07-10,Delivery was fine but product disappointed me.
258,2062,51,5,2025-09-30,Great quality for the price.
259,464,89,5,2025-10-26,Great quality for the price.
260,2267,18,4,2025-01-10,Works as expected.
261,733,86,4,2025-09-27,Works as expected.
262,1748,40,5,2024-06-07,Great quality for the price.
263,2407,41,5,2025-05-10,Excellent product and fast delivery.
264,1630,71,3,2025-04-16,Product is decent for the price.
265,510,4,3,2024-07-10,Average experience.
266,464,31,2,2024-07-07,Delivery was fine but product disappointed me.
267,288,96,5,2025-11-10,Excellent product and fast delivery.
268,1585,57,4,2025-11-22,Works as expected.
269,793,57,4,2024-02-09,Good product overall.
270,821,94,4,2025-12-03,Works as expected.
271,1632,24,3,2024-04-14,Average experience.
272,1490,62,5,2025-05-10,Great quality for the price.
273,480,51,4,2024-12-10,Good product overall.
274,1228,13,5,2024-06-01,Very happy with my purchase.
275,798,53,5,2025-09-04,Very happy with my purchase.
276,1113,42,5,2024-10-24,Great quality for the price.
277,2393,86,5,2025-06-05,Great quality for the price.
278,1156,93,4,2024-11-03,Good product overall.
279,45,95,3,2024-02-09,Product is decent for the price.
280,496,44,5,2024-06-06,Great quality for the price.
281,1934,93,4,2025-12-07,Works as expected.
282,952,30,2,2024-02-06,Not as good as expected.
283,926,96,4,2025-04-28,Works as expected.
284,731,16,5,2024-02-02,Very happy with my purchase.
285,564,7,5,2024-04-07,Very happy with my purchase.
286,1456,52,1,2024-12-11,Very disappointed with the product.
287,1269,39,5,2026-01-18,Very happy with my purchase.
288,1954,55,4,2025-06-10,Good product overall.
289,575,12,5,2025-03-25,Excellent product and fast delivery.
290,161,12,3,2024-01-18,Average experience.
291,1587,37,3,2025-05-23,Product is decent for the price.
292,289,62,5,2025-02-09,Excellent product and fast delivery.
293,725,25,5,2025-01-14,Excellent product and fast delivery.
294,703,71,5,2024-02-15,Great quality for the price.
295,1993,84,1,2024-06-22,Poor quality.
296,1753,72,4,2026-01-19,Works as expected.
297,925,46,5,2025-09-04,Excellent product and fast delivery.
298,2374,83,2,2025-12-07,Delivery was fine but product disappointed me.
299,202,1,4,2024-08-24,Works as expected.
300,2034,88,4,2025-10-20,Good product overall.
301,253,53,4,2025-12-19,Works as expected.
302,2407,31,4,2024-03-14,Good product overall.
303,1907,85,3,2025-11-23,Average experience.
304,2346,16,4,2024-06-12,Good product overall.
305,436,42,5,2024-06-06,Excellent product and fast delivery.
306,564,67,5,2024-03-28,Very happy with my purchase.
307,174,47,4,2024-08-23,Works as expected.
308,1733,87,3,2024-07-08,Average experience.
309,686,85,3,2025-02-04,Average experience.
310,752,78,5,2025-12-09,Excellent product and fast delivery.
311,792,11,2,2025-12-28,Quality could be improved.
312,370,61,5,2025-05-03,Great quality for the price.
313,1687,86,5,2025-08-13,Great quality for the price.
314,16,57,5,2024-04-28,Great quality for the price.
315,297,74,3,2025-11-16,Product is decent for the price.
316,646,95,1,2024-05-02,Poor quality.
317,194,40,1,2024-12-21,Poor quality.
318,2039,55,1,2024-02-15,Poor quality.
319,73,59,4,2024-03-31,Works as expected.
320,423,92,4,2025-06-26,Works as expected.
321,364,2,3,2025-01-14,"It is okay, but could be better."
322,1140,13,4,2024-04-03,Nice quality and useful.
323,1684,23,4,2025-11-27,Works as expected.
324,1868,47,4,2024-07-19,Nice quality and useful.
325,2473,47,5,2025-11-22,Great quality for the price.
326,2481,36,4,2024-10-03,Good product overall.
327,1821,35,4,2024-05-28,Good product overall.
328,1893,57,5,2025-03-27,Great quality for the price.
329,445,21,4,2025-11-23,Works as expected.
330,1996,71,4,2024-08-19,Works as expected.
331,1516,85,5,2024-12-05,Great quality for the price.
332,71,78,4,2024-09-04,Works as expected.
333,2246,48,3,2024-09-25,"It is okay, but could be better."
334,1122,4,4,2025-03-02,Works as expected.
335,315,36,5,2024-02-14,Excellent product and fast delivery.
336,107,75,5,2024-10-19,Very happy with my purchase.
337,2435,51,5,2024-07-05,Great quality for the price.
338,1181,23,5,2025-01-10,Excellent product and fast delivery.
339,1939,22,4,2024-04-14,Works as expected.
340,2067,89,4,2025-11-05,Works as expected.
341,2404,10,5,2024-03-10,Excellent product and fast delivery.
342,1723,55,3,2024-02-19,Product is decent for the price.
343,225,35,5,2025-08-12,Great quality for the price.
344,2323,3,5,2025-06-28,Great quality for the price.
345,666,19,4,2025-07-03,Nice quality and useful.
346,1345,92,4,2024-09-27,Works as expected.
347,2454,28,5,2025-03-15,Very happy with my purchase.
348,2349,85,3,2025-12-04,Average experience.
349,935,9,5,2025-02-24,Great quality for the price.
350,789,31,5,2025-05-24,Great quality for the price.
351,1364,38,2,2025-04-27,Quality could be improved.
352,860,32,5,2024-05-23,Great quality for the price.
353,2135,4,4,2025-01-06,Nice quality and useful.
354,2203,40,4,2024-08-08,Good product overall.
355,324,19,4,2024-09-29,Works as expected.
356,2332,36,3,2024-02-07,Average experience.
357,1600,96,4,2025-01-04,Works as expected.
358,1132,66,4,2024-05-08,Works as expected.
359,946,88,4,2025-10-07,Works as expected.
360,1275,42,4,2024-03-28,Nice quality and useful.
361,1816,21,4,2024-02-06,Nice quality and useful.
362,1528,27,3,2024-09-26,"It is okay, but could be better."
363,542,46,4,2024-09-12,Works as expected.
364,202,71,3,2025-01-25,Average experience.
365,2415,96,4,2024-02-27,Good product overall.
366,1639,66,5,2024-12-09,Very happy with my purchase.
367,102,27,4,2025-06-16,Good product overall.
368,102,26,4,2024-09-16,Good product overall.
369,1331,85,2,2025-11-28,Quality could be improved.
370,1460,73,3,2024-03-16,Product is decent for the price.
371,1673,35,5,2024-02-10,Very happy with my purchase.
372,375,35,5,2024-05-12,Great quality for the price.
373,871,71,5,2025-03-04,Excellent product and fast delivery.
374,838,75,5,2024-08-23,Excellent product and fast delivery.
375,1766,29,3,2025-11-18,Product is decent for the price.
376,2149,82,3,2024-06-25,"It is okay, but could be better."
377,482,54,5,2026-01-01,Excellent product and fast delivery.
378,510,15,5,2025-05-22,Great quality for the price.
379,1657,4,4,2024-02-12,Works as expected.
380,1063,51,3,2025-09-27,Product is decent for the price.
381,634,41,4,2025-01-24,Works as expected.
382,1870,53,5,2024-07-21,Great quality for the price.
383,1558,44,3,2024-06-16,"It is okay, but could be better."
384,2202,90,3,2024-05-20,"It is okay, but could be better."
385,173,8,4,2024-09-13,Nice quality and useful.
386,1196,25,5,2024-05-29,Excellent product and fast delivery.
387,1083,45,4,2024-12-08,Good product overall.
388,1416,26,2,2024-05-21,Not as good as expected.
389,1395,10,3,2024-07-10,"It is okay, but could be better."
390,235,55,4,2025-05-03,Nice quality and useful.
391,1044,78,4,2025-01-11,Nice quality and useful.
392,697,56,5,2025-11-07,Great quality for the price.
393,152,27,4,2025-07-16,Nice quality and useful.
394,2012,58,5,2024-11-11,Excellent product and fast delivery.
395,827,34,1,2025-03-09,Very disappointed with the product.
396,1726,89,1,2025-08-01,Would not buy this again.
397,24,83,3,2025-10-11,Average experience.
398,2127,87,3,2024-07-30,"It is okay, but could be better."
399,305,74,4,2024-03-06,Nice quality and useful.
400,2222,55,5,2025-10-11,Excellent product and fast delivery.
401,1771,46,2,2025-01-02,Quality could be improved.
402,1954,56,5,2025-11-16,Great quality for the price.
403,824,33,3,2025-04-22,Average experience.
404,1412,12,5,2025-01-16,Excellent product and fast delivery.
405,805,24,5,2024-07-04,Very happy with my purchase.
406,2490,94,4,2024-10-16,Good product overall.
407,322,41,5,2025-10-11,Excellent product and fast delivery.
408,413,26,4,2024-07-17,Nice quality and useful.
409,946,86,5,2024-05-09,Excellent product and fast delivery.
410,1786,31,5,2024-12-12,Excellent product and fast delivery.
411,580,60,2,2024-07-13,Not as good as expected.
412,1599,91,4,2024-07-15,Works as expected.
413,1018,3,4,2024-07-07,Good product overall.
414,21,96,2,2025-05-14,Quality could be improved.
415,1170,37,5,2024-06-30,Excellent product and fast delivery.
416,1963,10,5,2025-01-02,Very happy with my purchase.
417,221,94,4,2024-05-22,Good product overall.
418,1929,84,5,2025-02-14,Excellent product and fast delivery.
419,398,62,5,2024-06-16,Very happy with my purchase.
420,595,75,5,2024-09-16,Excellent product and fast delivery.
421,2461,81,5,2024-04-05,Great quality for the price.
422,1173,95,4,2025-09-20,Works as expected.
423,857,96,5,2025-03-19,Great quality for the price.
424,860,62,4,2025-04-06,Works as expected.
425,704,71,5,2024-10-11,Great quality for the price.
426,2284,51,5,2025-12-29,Great quality for the price.
427,82,40,4,2024-05-22,Good product overall.
428,395,1,4,2025-09-09,Nice quality and useful.
429,2364,31,4,2024-10-27,Good product overall.
430,1903,17,5,2024-11-03,Excellent product and fast delivery.
431,514,70,1,2024-10-03,Would not buy this again.
432,501,73,5,2024-06-20,Excellent product and fast delivery.
433,968,90,5,2025-06-25,Very happy with my purchase.
434,1081,68,3,2024-02-06,"It is okay, but could be better."
435,165,77,4,2025-07-12,Works as expected.
436,1401,12,5,2025-09-10,Very happy with my purchase.
437,1528,25,4,2025-10-08,Nice quality and useful.
438,2067,73,4,2025-04-20,Good product overall.
439,2340,51,5,2024-03-02,Excellent product and fast delivery.
440,461,76,4,2025-02-12,Good product overall.
441,1295,47,5,2025-09-24,Very happy with my purchase.
442,1302,52,4,2024-06-02,Nice quality and useful.
443,2163,33,3,2024-12-23,Average experience.
444,2163,60,2,2025-07-14,Not as good as expected.
445,1223,80,3,2025-06-09,"It is okay, but could be better."
446,514,37,4,2024-10-01,Works as expected.
447,1127,94,4,2025-09-20,Nice quality and useful.
448,1893,13,3,2024-10-29,"It is okay, but could be better."
449,643,21,5,2025-04-16,Excellent product and fast delivery.
450,1997,75,5,2024-04-21,Great quality for the price.
451,1663,26,5,2025-04-02,Great quality for the price.
452,108,22,4,2024-05-03,Nice quality and useful.
453,400,17,3,2024-01-20,Average experience.
454,1893,11,5,2025-12-31,Very happy with my purchase.
455,169,91,5,2025-07-07,Great quality for the price.
456,1187,29,3,2025-05-22,Average experience.
457,1454,86,5,2025-10-01,Very happy with my purchase.
458,2011,42,4,2025-07-13,Nice quality and useful.
459,2093,30,5,2024-07-14,Very happy with my purchase.
460,1749,34,4,2025-09-11,Good product overall.
461,2378,66,5,2024-09-21,Excellent product and fast delivery.
462,64,4,4,2024-10-19,Good product overall.
463,586,59,5,2026-01-01,Excellent product and fast delivery.
464,398,13,5,2024-06-13,Great quality for the price.
465,660,38,4,2025-09-08,Nice quality and useful.
466,1950,11,3,2025-02-15,"It is okay, but could be better."
467,1886,95,4,2025-01-11,Nice quality and useful.
468,1177,87,4,2024-07-09,Works as expected.
469,1587,67,3,2025-10-19,Product is decent for the price.
470,1638,34,4,2024-08-12,Works as expected.
471,80,3,3,2024-06-16,Average experience.
472,1874,22,5,2024-07-02,Great quality for the price.
473,861,50,1,2025-08-28,Very disappointed with the product.
474,2289,56,5,2024-03-20,Very happy with my purchase.
475,2263,23,5,2024-06-07,Very happy with my purchase.
476,185,50,5,2024-05-21,Great quality for the price.
477,1031,41,2,2024-07-23,Delivery was fine but product disappointed me.
478,1306,37,3,2024-11-14,Product is decent for the price.
479,130,88,5,2025-01-16,Great quality for the price.
480,244,11,5,2025-06-22,Great quality for the price.
481,857,83,4,2024-01-27,Nice quality and useful.
482,1196,52,5,2024-06-22,Excellent product and fast delivery.
483,1895,66,3,2025-04-05,Product is decent for the price.
484,1001,41,4,2025-07-06,Nice quality and useful.
485,679,74,4,2025-08-27,Good product overall.
486,556,84,5,2024-07-26,Excellent product and fast delivery.
487,122,83,5,2024-08-03,Great quality for the price.
488,785,85,5,2024-04-18,Excellent product and fast delivery.
489,609,28,5,2025-03-03,Very happy with my purchase.
490,1487,38,4,2025-08-05,Good product overall.
491,1422,4,5,2025-04-27,Very happy with my purchase.
492,2388,87,3,2024-12-28,"It is okay, but could be better."
493,1490,89,2,2024-06-17,Delivery was fine but product disappointed me.
494,1107,48,4,2024-01-20,Good product overall.
495,2286,68,1,2024-02-23,Poor quality.
496,533,38,5,2024-07-22,Very happy with my purchase.
497,1186,29,2,2024-07-24,Quality could be improved.
498,261,11,5,2025-04-17,Very happy with my purchase.
499,94,75,4,2024-10-20,Nice quality and useful.
500,500,87,3,2024-08-11,"It is okay, but could be better."
501,972,39,4,2025-02-06,Works as expected.
502,1296,64,5,2025-06-24,Very happy with my purchase.
503,439,11,4,2025-11-05,Nice quality and useful.
504,771,86,5,2025-04-04,Great quality for the price.
505,732,48,4,2024-10-15,Nice quality and useful.
506,253,4,5,2024-08-22,Excellent product and fast delivery.
507,1388,80,4,2024-09-23,Good product overall.
508,678,20,4,2024-09-26,Good product overall.
509,2226,96,5,2025-11-18,Excellent product and fast delivery.
510,1861,24,4,2024-04-10,Good product overall.
511,1443,68,3,2024-12-03,"It is okay, but could be better."
512,1066,76,5,2025-07-11,Excellent product and fast delivery.
513,1031,10,5,2024-07-26,Excellent product and fast delivery.
514,435,74,4,2025-07-14,Nice quality and useful.
515,725,62,5,2024-01-22,Great quality for the price.
516,1565,35,5,2024-04-06,Very happy with my purchase.
517,2408,46,5,2025-12-16,Excellent product and fast delivery.
518,1977,31,3,2024-11-16,Product is decent for the price.
519,682,27,5,2024-07-08,Very happy with my purchase.
520,1177,30,5,2024-07-09,Excellent product and fast delivery.
521,856,7,3,2025-04-27,Product is decent for the price.
522,1237,47,3,2024-10-10,Average experience.
523,968,68,4,2024-12-17,Good product overall.
524,41,96,3,2025-04-12,Average experience.
525,754,88,5,2024-07-14,Excellent product and fast delivery.
526,1973,30,4,2025-03-11,Good product overall.
527,20,63,5,2025-12-29,Great quality for the price.
528,119,90,5,2025-01-21,Very happy with my purchase.
529,2056,42,1,2025-12-22,Poor quality.
530,302,3,3,2024-09-30,"It is okay, but could be better."
531,2399,39,4,2024-02-16,Works as expected.
532,427,75,3,2024-08-20,"It is okay, but could be better."
533,1598,73,5,2024-07-14,Very happy with my purchase.
534,111,9,5,2025-01-25,Great quality for the price.
535,1490,4,3,2024-12-31,"It is okay, but could be better."
536,1360,79,5,2025-09-21,Very happy with my purchase.
537,2360,69,3,2024-02-16,Average experience.
538,2104,1,4,2024-11-21,Works as expected.
539,2034,8,1,2025-03-17,Would not buy this again.
540,1332,3,3,2025-02-18,Average experience.
541,209,32,3,2025-11-10,Product is decent for the price.
542,1102,34,4,2024-03-03,Good product overall.
543,892,40,5,2025-02-15,Excellent product and fast delivery.
544,1733,10,5,2025-12-14,Great quality for the price.
545,54,69,4,2024-05-14,Works as expected.
546,1901,39,3,2025-03-24,Average experience.
547,686,15,3,2025-11-27,Product is decent for the price.
548,1797,81,2,2024-09-29,Delivery was fine but product disappointed me.
549,1602,92,4,2024-11-06,Nice quality and useful.
550,1815,3,5,2024-12-04,Great quality for the price.
551,556,10,4,2024-07-02,Works as expected.
552,437,73,4,2024-01-15,Good product overall.
553,1717,10,2,2024-04-03,Not as good as expected.
554,2437,92,5,2024-06-24,Excellent product and fast delivery.
555,1435,27,3,2025-10-26,Average experience.
